,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
29,,,,,,,,,,3.99965,3.99959,3.99946,3.99935,3.99874,3.99824,3.99688,3.99416,3.99338,3.98103,3.95508,3.94904,3.95284,3.94562,3.96354,3.92895,3.86536,3.90658,3.9706,3.87011,3.82677,3.81117,3.81431,3.81235,3.79668,3.78454,3.7536,3.72174,3.75767,3.78316,3.77774,3.77642,3.76045,3.73723,3.76748,,3.73083,,,,,,,
30,,,,,,,,,,,3.99965,3.99956,3.99946,3.99895,3.99855,3.99749,3.9954,3.99405,3.9857,3.9607,3.95456,3.95897,3.95332,3.97081,3.94367,3.89145,3.93763,3.97801,3.89273,3.84465,3.82278,3.82021,3.81608,3.80204,3.79253,3.76103,3.73393,3.77635,3.80201,3.79231,3.79056,3.77392,3.74868,,,3.77959,,,,,,,
31,,,,,,,,,,,3.99971,3.99965,3.99955,3.99912,3.99878,3.99789,3.99614,3.99451,3.98838,3.9674,3.96159,3.96581,3.96108,3.97622,3.95696,3.91917,3.96047,3.98092,3.91385,3.8641,3.83639,3.82831,3.82085,3.80788,3.8014,3.76911,3.74734,3.79829,3.82369,3.80859,3.80669,3.78899,3.76032,,,3.77959,,,,,,,
32,,,,,,,,,,,3.99977,3.99971,3.99961,3.99925,3.99897,3.99816,3.99659,3.99486,3.99027,3.9754,3.97005,3.97267,3.96859,3.98041,3.96857,3.94533,3.97377,3.98231,3.93417,3.88467,3.85225,3.83935,3.8274,3.81489,3.81212,3.77814,3.76219,3.82406,3.84845,3.82659,3.82538,3.80633,3.77266,,,,,,,,,,
33,,,,,,,,,,,3.99977,3.99971,3.99967,3.99935,3.99913,3.99839,3.99689,3.99511,3.99151,3.98272,3.97758,3.97818,3.97493,3.98329,3.97589,3.96283,3.98048,3.98348,3.95288,3.90556,3.87021,3.85525,3.83696,3.8238,3.81929,3.78834,3.77878,3.85385,3.87599,3.84604,3.84784,3.82729,3.78623,,,,,,,,,,
34,,,,,,,,,,,,,3.99973,3.99947,3.99927,3.99858,3.99714,3.99531,3.99224,3.98695,3.98288,3.9823,3.97989,3.98515,3.98094,3.97463,3.98379,3.98479,3.96696,3.92575,3.8899,3.87316,3.84961,3.83509,3.82762,3.79989,3.79733,3.88686,3.90477,3.86614,3.87689,3.85455,3.80159,,,,,,,,,,
35,,,,,,,,,,,,,3.99978,3.99958,3.9994,3.99874,3.99736,3.99551,3.99271,3.98909,3.98611,3.98502,3.9832,3.98631,3.984,3.98133,3.98556,3.98586,3.97526,3.94451,3.91063,3.89435,3.86662,3.84963,3.83752,3.81301,3.81789,3.92021,3.931,3.8857,3.91638,3.89238,3.81905,,,,,,,,,,
36,,,,,,,,,,,,,3.99983,3.99969,3.9995,3.99886,3.99754,3.99572,3.99308,3.99018,3.98789,3.98667,3.98533,3.98711,3.9858,3.98478,3.98666,3.98672,3.97964,3.96025,3.93115,3.91774,3.88074,3.85964,3.84918,3.82788,3.84021,3.9468,3.94942,3.90444,3.91638,3.89238,3.83699,,,,,,,,,,
37,,,,,,,,,,,,,3.99987,3.99975,3.99957,3.99898,3.99773,3.99597,3.99346,3.99086,3.98889,3.98766,3.98668,3.98772,3.98694,3.98659,3.98746,3.98743,3.98229,3.97103,3.94988,3.94067,3.89607,3.87114,3.86284,3.84443,3.86158,3.9468,3.95777,3.92733,,,3.87884,,,,,,,,,,
38,,,,,,,,,,,,,3.99989,3.9998,3.99963,3.99908,3.99792,3.99626,3.99388,3.99142,3.98958,3.98836,3.98754,3.98819,3.98772,3.98764,3.9881,3.98802,3.98409,3.97741,3.9646,3.95922,3.91161,3.884,3.8785,3.86234,3.88459,,3.96196,3.95104,,,3.87884,,,,,,,,,,
39,,,,,,,,,,,,,3.99991,3.99983,3.99967,3.99916,3.99811,3.99655,3.99435,3.99202,3.99022,3.98898,3.98817,3.98854,3.98828,3.98832,3.98859,3.98852,3.98543,3.98104,3.97398,3.97064,3.9266,3.89789,3.89559,3.8813,3.90847,,3.96196,3.95104,,,,,,,,,,,,,
40,,,,,,,,,,,,,3.99993,3.99986,3.99971,3.99923,3.99827,3.99682,3.99482,3.99266,3.99089,3.98959,3.98869,3.98876,3.98863,3.98873,3.98892,3.98892,3.9865,3.98313,3.97895,3.97552,3.94092,3.91244,3.9128,3.90134,3.93111,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,3.99995,3.99989,3.99973,3.99929,3.99839,3.99704,3.99524,3.9933,3.99156,3.99018,3.98913,3.98885,3.98876,3.98887,3.98907,3.98924,3.98734,3.98449,3.98142,3.97766,3.95312,3.92739,3.92856,3.92139,3.95036,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,3.99997,3.99992,3.99975,3.99933,3.99846,3.99716,3.99553,3.99388,3.9922,3.99072,3.9895,3.98887,3.98871,3.98877,3.98907,3.98949,3.98794,3.98553,3.98285,3.97922,3.96219,3.94166,3.94202,3.93937,3.96426,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,3.99997,3.99992,3.99976,3.99936,3.99845,3.99712,3.99542,3.99371,3.99217,3.9908,3.98967,3.98911,3.98899,3.98877,3.98919,3.98971,3.98834,3.98634,3.98387,3.98052,3.96846,3.95365,3.95277,3.95235,3.96426,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,3.99979,3.9994,3.99853,3.99723,3.99553,3.9938,3.99225,3.99098,3.99,3.98984,3.9901,,3.98919,3.98994,3.98858,3.98691,3.98466,3.98159,3.97265,3.96261,3.96095,3.96234,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,3.99981,3.99945,3.99863,3.99739,3.99575,3.99408,3.99258,3.99138,3.99053,3.99073,3.99113,,,3.99022,3.98882,3.98734,3.98533,3.98242,3.97547,3.96872,3.9669,3.96918,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,3.99984,3.9995,3.99874,3.9976,3.99608,3.99454,3.99316,3.99201,3.99116,3.99137,3.99113,,,3.99056,3.98932,3.98789,3.9861,3.98304,3.97751,3.97273,3.97113,3.97351,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,3.99987,3.99954,3.99887,3.99785,3.99647,3.99508,3.99385,3.99278,3.99193,3.99227,,,,3.99094,3.99035,3.98954,3.9861,3.9833,3.97905,3.97544,3.9741,3.97607,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,3.99987,3.99957,3.999,3.99809,3.99688,3.99567,3.99464,3.9937,3.9927,3.99227,,,,3.99114,3.99066,3.99003,,3.98368,3.98031,3.97743,3.97611,3.97607,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,3.99963,3.99913,3.99832,3.99722,3.99615,3.99524,3.99446,3.99361,,,,,3.9914,3.99105,3.99048,,3.98397,3.98132,3.97897,3.97774,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,3.9997,3.99926,3.99854,3.99755,3.99656,3.99573,3.99507,3.99442,,,,,3.9914,3.99105,3.99048,,3.98417,3.98203,3.98007,3.97891,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,3.99977,3.99942,3.99879,3.99792,3.99701,3.99624,3.99564,3.99511,,,,,,,,,3.98429,3.98242,3.98069,3.97949,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,3.99987,3.99965,3.99919,3.99844,3.99762,3.99689,3.99632,3.99586,,,,,,,,,3.98447,3.9826,3.98085,3.97952,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,3.99987,3.99965,3.99919,3.99844,3.99762,3.99689,3.99632,3.99586,,,,,,,,,3.98447,3.9826,3.98085,3.97952,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
